descriptif,nom_plage,commune,photo,nature_baignade,grand_territoire,source,date_ouverture,date_fermeture,date_detail,id,lon,lat
"Idéale pour les enfants. 
Accès handicapé
Poste de secours
Parking gratuit
Animaux non autorisés
Tiralo du 07-07 au 26-08",Plage Blanche,SOORTS HOSSEGOR,,Plage lacustre,Sud Landes,SIRTAQUI,20200704,20200823,"[ { ""Date ouverture"" : ""04/07/2020-23/08/2020"", ""Semaine"" : ""12:30-18:30"", ""Week-end"" : ""12:30-18:30"" } ]",107,-1.4310120999999991,43.668213000045974
"La plage Naturiste se trouve au Nord d’Hossegor, après la plage de la Gravière et avant les grandes étendues sauvages de Seignosse. C’est également un spot de surf réputé. 
C’est l’une des deux plages surveillées de la côte sauvage, avec la plage de la Gravière, qui porte un caractère très naturel, notamment car elles sont situées sur le domaine du Conservatoire du Littoral. Afin de conserver ce caractère naturel, la commune s’est engagée dans certaines initiatives, telles que le retrait des poubelles sur la plage Naturiste. Cette plage sauvage, mais néanmoins bien équipée, est la seule plage naturiste surveillée du secteur. 
Les animaux n'y sont pas autorisés. 
Douche à disposition 
Parking gratuit",Plage Naturiste,SOORTS HOSSEGOR,,Plage oceane,Sud Landes,SIRTAQUI,20200613,20200906,"[ { ""Date ouverture"" : ""13/06/2020-03/07/2020"", ""Semaine"" : ""12:30-18:30"", ""Week-end"" : ""12:30-18:30"" }, { ""Date ouverture"" : ""04/07/2020-30/08/2020"", ""Semaine"" : ""11:00-19:00"", ""Week-end"" : ""11:00-19:00"" }, { ""Date ouverture"" : ""31/08/2020-06/09/2020"", ""Semaine"" : ""12:30-18:30"", ""Week-end"" : ""12:30-18:30"" } ]",252,-1.4376357000000008,43.67600330004595
"La plage centrale se situe dans la continuité de la Place des Landais. Une longue promenade piétonne longe le front de mer avec à proximité bars, restaurants, pizzeria, sandwicherie et glacier.
Cette plage offre un paysage époustouflant avec ses longues étendues de sable fin, et constitue une des plages les plus renommées des Landes, notamment grâce à son accès direct à la station balnéaire d’Hossegor. Station très animée en été, et réputée pour ses compétitions de surf.  
Douche et WC à disposition
Accès handicapé 
Poste de secours
Parking gratuit
Animaux non autorisés ",Plage Centrale,SOORTS HOSSEGOR,,Plage oceane,Sud Landes,SIRTAQUI,20200606,20200920,"[ { ""Date ouverture"" : ""06/06/2020-03/07/2020"", ""Semaine"" : ""12:30-18:30"", ""Week-end"" : ""12:30-18:30"" }, { ""Date ouverture"" : ""04/07/2020-30/08/2020"", ""Semaine"" : ""11:00-19:00"", ""Week-end"" : ""11:00-19:00"" }, { ""Date ouverture"" : ""02/09/2020-20/09/2020"", ""Semaine"" : ""12:30-18:30"", ""Week-end"" : ""12:30-18:30"" } ]",108,-1.4438008999999996,43.662687200046
"Située sur la rive sud-ouest du Lac d’Hossegor, cette plage agréable et facile d’accès se situe à proximité du littoral : à peu près 15 minutes à pied de la plage centrale. Un petit parking à l’entrée de plage facilite l’accès notamment pour les personnes à mobilité réduite. 
Idéale pour les enfants, cette plage de sable bien équipée et parfaitement adaptée aux familles. L’accès est aménagé en période estivale afin que celle-ci soit accessible à tous. 
Les animaux n'y sont pas autorisés.  
Accès handicapé
Poste de secours
Parking gratuit
Tiralo du 16-06 au 06-07 et du 27-08 au 16-09",Plage des Chênes lieges,SOORTS HOSSEGOR,,Plage lacustre,Sud Landes,SIRTAQUI,20200613,20200913,"[ { ""Date ouverture"" : ""13/06/2020-13/09/2020"", ""Semaine"" : ""12:30-18:30"", ""Week-end"" : ""12:30-18:30"" } ]",109,-1.4313124999999998,43.66489140004601
"Située sur la rive sud-est du Lac d’Hossegor, cette petite plage de sable agréable se situe en bordure du Parc Rosny. Ce cadre rend la plage idéale pour les familles avec enfants. 
Un accès aménagé pour les personnes à mobilité réduite est mis à disposition en période estivale afin que celle-ci soit accessible à tous. Les animaux n'y sont pas autorisés. 
Douche et WC à disposition
Accès handicapé
Poste de secours
Parking gratuit",Plage du Parc,SOORTS HOSSEGOR,,Plage lacustre,Sud Landes,SIRTAQUI,20200704,20200823,"[ { ""Date ouverture"" : ""04/07/2020-23/08/2020"", ""Semaine"" : ""12:30-18:30"", ""Week-end"" : ""12:30-18:30"" } ]",110,-1.4285658999999993,43.66153850004599
"C’est l’une des deux plages surveillées de la côte sauvage, avec la plage Naturiste. Plage surveillée, à proximité des bars, glaciers et restaurants de la Place des Landais, elle est davantage au calme que la plage centrale, et est un de spots de surfs les plus réputés de la côte, avec ses vagues puissantes, et parfois dangereuses… 
La plage est équipée, et on a la possibilité de s’y restaurer. 
Les animaux ne sont pas acceptés sur la plage en période estivale, se référer à la règlementation affichée à l’entrée de la plage. 
",Plage de la Gravière,SOORTS HOSSEGOR,,Plage oceane,Sud Landes,SIRTAQUI,20200704,20200830,"[ { ""Date ouverture"" : null, ""Semaine"" : ""12:30-18:30"", ""Week-end"" : ""12:30-18:30"" }, { ""Date ouverture"" : null, ""Semaine"" : ""12:30-18:30"", ""Week-end"" : ""12:30-18:30"" }, { ""Date ouverture"" : ""04/07/2020-30/08/2020"", ""Semaine"" : ""11:00-19:00"", ""Week-end"" : ""11:00-19:00"" } ]",105,-1.4426421999999999,43.67122410004596
"Plage surveillée sur l'océan, proche des bars, glaciers et restaurants de la Place des Landais.

Tiralo disponible toute la saison.",Plage Sud,SOORTS HOSSEGOR,,Plage oceane,Sud Landes,SIRTAQUI,20200602,20201011,"[ { ""Date ouverture"" : ""02/06/2020-03/07/2020"", ""Semaine"" : ""12:30-18:30"", ""Week-end"" : ""12:30-18:30"" }, { ""Date ouverture"" : ""04/07/2020-30/08/2020"", ""Semaine"" : ""11:00-19:00"", ""Week-end"" : ""11:00-19:00"" }, { ""Date ouverture"" : ""31/08/2020-27/09/2020"", ""Semaine"" : ""12:30-18:30"", ""Week-end"" : ""12:30-18:30"" }, { ""Date ouverture"" : ""03/10/2020-04/10/2020"", ""Semaine"" : ""12:30-18:30"", ""Week-end"" : ""12:30-18:30"" }, { ""Date ouverture"" : ""10/10/2020-11/10/2020"", ""Semaine"" : ""12:30-18:30"", ""Week-end"" : ""12:30-18:30"" } ]",251,-1.4436779999999991,43.65836000004603
,Plage du Col Vert,VIELLE SAINT GIRONS,http://aquitaine.media.tourinsoft.eu/upload/Plage-du-Lac-a-Vielle.jpg,Plage lacustre,Nord Landes,SIRTAQUI,20200701,20200831,"[ { ""Date ouverture"" : ""01/07/2020-31/08/2020"", ""Semaine"" : null, ""Week-end"" : null } ]",87,-1.3111924999999995,43.90126290004481
"Surnommée « La Lette » par les locaux et les habitués, elle allie parfaitement paysages époustouflants et sérénité d’une plage familiale, on y accède en suivant un panneau discret depuis la route de Pichelèbe (D328) ou en sillonnant la piste cyclable. Qu’on se le dise, mais que cela reste entre nous…cette plage somptueuse est un secret bien gardé dans les Landes. Laissez-vous guider par le rugissement de l’océan le long du chemin bitumé jusqu’au pied de la dune. Sur place, abandonnez la voiture sur le parking ombragé et empruntez le chemin de traverse en bois jusqu’au sommet de la dune. Découvrez ce point de vue grandiose avec émerveillement… Vous y êtes ! Devant l’immensité de l’océan qui s’étend à perte de vue, il règne comme un air de bout du monde. Dans ce décor de rêve, profitez de la nature totalement préservée et des beautés qu’elle nous offre à marée basse comme à marée haute. ",Plage de la Lette blanche,VIELLE SAINT GIRONS,http://aquitaine.media.tourinsoft.eu/upload/La-Lette-Blanche-2427-Yohan-ESPIAUBE.jpg,Plage oceane,Nord Landes,SIRTAQUI,20200627,20200905,"[ { ""Date ouverture"" : ""27/06/2020-05/09/2020"", ""Semaine"" : null, ""Week-end"" : null } ]",86,-1.376595400000001,43.900459000044854
"Niché entre le Cap de l’Homy au nord et la plage sauvage de la Lette Blanche au sud, Saint Girons Plage s’étend le long de 13 km de sable fin. Elle est accessible en vélo depuis la Vélodyssée. Aménagée à même la dune, la station de Saint Girons plage fait légèrement figure d’exception avec des commerces balnéaires, des restaurants et une multitude de services disponibles à portée de tous. Nul besoin de franchir la forêt ou traverser les dunes, c’est une plage particulièrement facile d’accès. Saint Girons Plage est appréciée pour ses villas originales en front de mer, ses campings et ses résidences de vacances toutes proches de la plage. Que l’on soit en couple, entre amis ou en famille, on abandonne alors la voiture le temps des vacances et on prend le temps de marcher pour se rendre dans les commerces ou à la plage, se promener sur les sentiers forestiers.",Saint Girons Plage,VIELLE SAINT GIRONS,http://aquitaine.media.tourinsoft.eu/upload/Plage-de-St-Girons.jpg,Plage oceane,Nord Landes,SIRTAQUI,20200606,20200912,"[ { ""Date ouverture"" : ""06/06/2020-12/09/2020"", ""Semaine"" : null, ""Week-end"" : null } ]",84,-1.3646328000000005,43.952841700044566
"Plage équipée de douches, WC, parkings et poste de secours.
Plage bien adaptée pour les enfants.
Service Handiplage (places de stationnement réservées, tapis d'accès pour personne à mobilité réduite et équipements spécifiques)",Plage du Courant,MIMIZAN,http://aquitaine.media.tourinsoft.eu/upload/plage-du-Courant-2.jpg,Plage oceane,Nord Landes,SIRTAQUI,20200701,20200830,"[ { ""Date ouverture"" : ""01/07/2020-30/08/2020"", ""Semaine"" : ""12:30-18:30"", ""Week-end"" : ""12:30-18:30"" } ]",79,-1.2896059999999998,44.21032620004325
"Plage équipée de douches, WC, parking et poste de secours. Accès handicapés avec tiralo.",Plage Sud,MIMIZAN,http://aquitaine.media.tourinsoft.eu/upload/plage-Sud-1.jpg,Plage oceane,Nord Landes,SIRTAQUI,20200613,20200913,"[ { ""Date ouverture"" : ""13/06/2020-30/06/2020"", ""Semaine"" : ""12:30-18:30"", ""Week-end"" : ""12:30-18:30"" }, { ""Date ouverture"" : ""01/07/2020-30/08/2020"", ""Semaine"" : ""11:00-19:00"", ""Week-end"" : ""11:00-19:00"" }, { ""Date ouverture"" : ""31/08/2020-13/09/2020"", ""Semaine"" : ""12:30-18:30"", ""Week-end"" : ""12:30-18:30"" } ]",76,-1.2993264,44.20531200004327
"Plage équipée de douche, WC, parking,  poste de secours et accès handicapé (avec tiralo). Aire de pique nique et de jeux à proximité.",Plage de Lespecier,MIMIZAN,http://aquitaine.media.tourinsoft.eu/upload/plage-Lespecier-3.jpg,Plage oceane,Nord Landes,SIRTAQUI,20200701,20200830,"[ { ""Date ouverture"" : ""01/07/2020-30/08/2020"", ""Semaine"" : ""11:00-19:00"", ""Week-end"" : ""11:00-19:00"" } ]",77,-1.3068579999999994,44.16410500004348
"Plage équipée de douches, WC, poste de secours et accès handicapé à la Garluche. Terrains de beach-volley.",Plage Nord,MIMIZAN,http://aquitaine.media.tourinsoft.eu/upload/plage-de-la-Garluche-1.jpg,Plage oceane,Nord Landes,SIRTAQUI,20200501,20200927,"[ { ""Date ouverture"" : ""01/05/2020-12/06/2020"", ""Semaine"" : ""13:00-18:00"", ""Week-end"" : ""13:00-18:00"" }, { ""Date ouverture"" : ""13/06/2020-30/06/2020"", ""Semaine"" : ""12:30-18:30"", ""Week-end"" : ""12:30-18:30"" }, { ""Date ouverture"" : ""01/07/2020-30/08/2020"", ""Semaine"" : ""11:00-19:00"", ""Week-end"" : ""11:00-19:00"" }, { ""Date ouverture"" : ""31/08/2020-27/09/2020"", ""Semaine"" : ""12:30-18:30"", ""Week-end"" : ""12:30-18:30"" } ]",78,-1.297679500000001,44.214924800043214
"Face au camping Eurolac. Plage équipée de douches, WC, parking et poste de secours. Plage bien adaptée pour les familles avec aire de pique-nique et de jeux à proximité.  ",Plage du Ponton,AUREILHAN,http://aquitaine.media.tourinsoft.eu/upload/Aureilhan-1123Yohan-ESPIAUBE--Copier-.jpg,Plage lacustre,Nord Landes,SIRTAQUI,20200704,20200830,"[ { ""Date ouverture"" : ""04/07/2020-30/08/2020"", ""Semaine"" : ""13:00-19:00"", ""Week-end"" : ""13:00-19:00"" } ]",80,-1.2035571999999997,44.222978400043175
"Située à peu près à 3km du centre de Messanges en empruntant l’Avenue de la Plage, l’accès à la plage se fait juste après le parking par un chemin piéton grimpant la dune. On y vient en voiture, mais aussi en vélo par l’agréable piste cyclable qui longe cette même route. 
Cette grande plage sauvage, bordée par la forêt landaise, offre une vue imprenable sur l’océan. Equipée et surveillée en été, elle accueille famille et amis pour se baigner en toute sécurité entre les drapeaux bleus ! Un point de restauration et une école de surf sont également disponibles sur place. 
La plage est autorisée aux chiens tenus en laisse. ",Plage centrale,MESSANGES,http://aquitaine.media.tourinsoft.eu/upload/IMG-3061-2.JPG,Plage oceane,Sud Landes,SIRTAQUI,20200523,20200915,"[ { ""Date ouverture"" : ""23/05/2020-02/06/2020"", ""Semaine"" : ""07:00-19:00"", ""Week-end"" : ""07:00-19:00"" }, { ""Date ouverture"" : ""15/06/2020-05/07/2020"", ""Semaine"" : ""12:30-18:30"", ""Week-end"" : ""12:30-18:30"" }, { ""Date ouverture"" : ""06/07/2020-03/09/2020"", ""Semaine"" : ""11:00-19:00"", ""Week-end"" : ""11:00-19:00"" }, { ""Date ouverture"" : ""04/09/2020-15/09/2020"", ""Semaine"" : ""12:30-18:30"", ""Week-end"" : ""12:30-18:30"" } ]",91,-1.4028166999999998,43.816073700045244
"Nos amis les chiens sont acceptés, tenus en laisse.",Plage Sud,MESSANGES,http://aquitaine.media.tourinsoft.eu/upload/plage-messanges-landes-2.jpg,Plage oceane,Sud Landes,SIRTAQUI,20200523,20200915,"[ { ""Date ouverture"" : ""23/05/2020-02/06/2020"", ""Semaine"" : ""07:00-19:00"", ""Week-end"" : ""07:00-19:00"" }, { ""Date ouverture"" : ""15/06/2020-05/07/2020"", ""Semaine"" : ""12:30-18:30"", ""Week-end"" : ""12:30-18:30"" }, { ""Date ouverture"" : ""06/07/2020-03/09/2020"", ""Semaine"" : ""11:00-19:00"", ""Week-end"" : ""11:00-19:00"" }, { ""Date ouverture"" : ""04/09/2020-15/09/2020"", ""Semaine"" : ""12:30-18:30"", ""Week-end"" : ""12:30-18:30"" } ]",92,-1.4091681999999992,43.79848230004532
"Sainte-Eulalie en Born est un petit village situé à la pointe sud du lac de Biscarrosse-Parentis, à 13 km des plages océanes. En plein cœur de la forêt des Landes de Gascogne, avec sa plage lacustre et ses marais, Sainte Eulalie présente un cadre naturel privilégié et préservé. La plage du lac est reliée au bourg de Saint Eulalie en Born par une piste cyclable, qui vous permettra de rejoindre Gastes plus au Nord en traversant la forêt. Sur site, vous pourrez également découvrir un petit port de plaisance, typique des lacs et étangs landais.  
Plusieurs activités sont autorisées sur le lac : bateau, planche à voile, ski nautique, canoës, paddles, beach volley. Une aire de jeux en bois permet aux enfants de s'amuser après le bain. La plage est surveillée en saison estivale, et dispose des équipements de base.  Plage ouverte dans conditions particulières . Baignade non surveillée.",Plage de Sainte Eulalie en Born ,SAINTE EULALIE EN BORN,http://aquitaine.media.tourinsoft.eu/upload/plage-ste-eulalie-en-born.jpg,Plage lacustre,Nord Landes,SIRTAQUI,20200704,20200830,"[ { ""Date ouverture"" : ""04/07/2020-30/08/2020"", ""Semaine"" : null, ""Week-end"" : null } ]",74,-1.1822304000000001,44.308542800042716
"Située au Sud de Biscarrosse, la plage est accessible en vélo et en voiture depuis le parking en bordure de dune. La Sud c’est des dunes, de l’eau... et pas mal d’adeptes du « sans maillot ». On peut y dévorer son bouquin à l’ombre, sur un transat de la médiathèque qui s’y délocalise en été.
La plage Sud de Bisca est le rendez-vous incontesté des locaux qui viennent caresser la vague, depuis leur plus tendre enfance ! Son banc de sable particulier offre des vagues puissantes à marée haute et difficiles à surfer la marée redescendue. Vous y croiserez d’ailleurs surement quelques surfeurs locaux aguerris.
En raison des phénomènes d’érosion dunaire, elle est devenue le poste principal de surveillance de la station et possède des équipements pour personnes à mobilité réduite.
Vous y trouverez un restaurant, une école de surf, et quelques équipements de base (sanitaires et douches).  L’accès à la plage Sud est autorisée et la baignade est surveillée.
Vous accéderez à la plage depuis le chemin au fond  du parking et  reviendrez de la plage par l'accès entre le restaurant de plage et les Maisons Jumelles .
Les sanitaires et douches sont fermés.",Plage Sud,BISCARROSSE,http://aquitaine.media.tourinsoft.eu/upload/Plage-sud1.jpg,Plage oceane,Nord Landes,SIRTAQUI,20200602,20200626,"[ { ""Date ouverture"" : ""02/06/2020-26/06/2020"", ""Semaine"" : ""12:30-18:30"", ""Week-end"" : ""12:30-18:30"" } ]",65,-1.2570117999999988,44.442466800042006
Cette plage est située au pied de la majestueuse falaise du Cap Saint-Martin et de son célèbre phare. Service TIRALO en juillet et en août (chariot permettant aux personnes handicapées d'accéder à la baignade). ,Plage de la Petite Chambre d'Amour,ANGLET,http://aquitaine.media.tourinsoft.eu/upload/plage-vvf-1.jpg,Plage oceane,Côte Basque,SIRTAQUI,20200613,20200913,"[ { ""Date ouverture"" : ""13/06/2020-30/08/2020"", ""Semaine"" : null, ""Week-end"" : null }, { ""Date ouverture"" : ""02/09/2020-02/09/2020"", ""Semaine"" : null, ""Week-end"" : null }, { ""Date ouverture"" : ""05/09/2020-06/09/2020"", ""Semaine"" : null, ""Week-end"" : null }, { ""Date ouverture"" : ""09/09/2020-09/09/2020"", ""Semaine"" : null, ""Week-end"" : null }, { ""Date ouverture"" : ""12/09/2020-13/09/2020"", ""Semaine"" : null, ""Week-end"" : null } ]",126,-1.5437184999999989,43.499428100046806
"Dernière plage du quartier de la Chambre d’Amour, la plage des Sables d’Or a toutes les caractéristiques d’une plage urbaine. Entourée de bars-restaurants, elle est fréquentée tout au long de l’année. Cette plage est équipée de terrains de beach volley. A la nuit tombée, en saison, un éclairage puissant vous permet d’apprécier le spectacle des vagues.",Plage des Sables d'Or,ANGLET,http://aquitaine.media.tourinsoft.eu/upload/plage-sables-dor-1.jpg,Plage oceane,Côte Basque,SIRTAQUI,20200613,20200913,"[ { ""Date ouverture"" : ""13/06/2020-06/09/2020"", ""Semaine"" : null, ""Week-end"" : null }, { ""Date ouverture"" : ""09/09/2020-09/09/2020"", ""Semaine"" : null, ""Week-end"" : null }, { ""Date ouverture"" : ""12/09/2020-13/09/2020"", ""Semaine"" : null, ""Week-end"" : null } ]",127,-1.5409422999999998,43.50192560004679
"La plage de Marinella est la plus cosmopolite d’Anglet. En effet, cette longue plage bordée de digues est fréquentée par une clientèle des plus variée : familles, enfants et surfeurs vont naturellement sur cet espace privilégié. 
On y trouve le club de plage d’Anglet et 2 écoles de surf. Un restaurant est situé sur le promenoir à l’entrée, face au poste MNS. 
Elle accueille chaque année un des plus importants spectacle son et lumière de la région. ",Plage de Marinella,ANGLET,http://aquitaine.media.tourinsoft.eu/upload/plage-marinella-1.jpg,Plage oceane,Côte Basque,SIRTAQUI,20200516,20200927,"[ { ""Date ouverture"" : ""16/05/2020-27/09/2020"", ""Semaine"" : null, ""Week-end"" : null } ]",125,-1.539158700000002,43.50385350004678
"Cette plage, similaire à sa voisine de Marinella, est résolument tournée vers les jeunes. Les espaces verts qui la bordent sont appréciés et propices à la pratique du cerf-volant et aux sports de ballon. La plage marque la transition entre les plages urbaines de la Chambre d’Amour et les plages plus “naturelles” du nord d’Anglet.",Plage des Corsaires,ANGLET,http://aquitaine.media.tourinsoft.eu/upload/plage-corsaires-2.jpg,Plage oceane,Côte Basque,SIRTAQUI,20200627,20200830,"[ { ""Date ouverture"" : ""27/06/2020-30/08/2020"", ""Semaine"" : null, ""Week-end"" : null } ]",124,-1.537417899999999,43.507284800046776
"La Madrague est certainement une des plus belles plages d’Anglet. Cette immense étendue de sable fin accueille une clientèle éclectique. Les jeunes, les familles et les seniors s’y retrouvent. Ses abords composés de larges espaces verts font de cet endroit un écrin de nature où les jeunes pourront s’adonner à la pratique du foot et du cerf-volant.",Plage de la Madrague,ANGLET,http://aquitaine.media.tourinsoft.eu/upload/plage-madrague-2.jpg,Plage oceane,Côte Basque,SIRTAQUI,20200613,20200913,"[ { ""Date ouverture"" : ""13/06/2020-06/09/2020"", ""Semaine"" : null, ""Week-end"" : null }, { ""Date ouverture"" : ""09/09/2020-09/09/2020"", ""Semaine"" : null, ""Week-end"" : null }, { ""Date ouverture"" : ""12/09/2020-13/09/2020"", ""Semaine"" : null, ""Week-end"" : null } ]",123,-1.5345184999999988,43.51079460004674
"La plage de l’Océan est terre de contrastes. Le blochaus, vestige de la dernière guerre, marque le lien entre la beauté verdoyante du golf de Chiberta et l'étendue de sable blond. C'est l'une des plages les plus ""sauvages"" d’Anglet. Son entrée est agrémentée d’une passerelle donnant un point de vue unique sur la côte angloye. Une impression de liberté se dégage de ces lieux.  ",Plage de l'Ocean,ANGLET,http://aquitaine.media.tourinsoft.eu/upload/plage-ocean-1.jpg,Plage oceane,Côte Basque,SIRTAQUI,20200627,20200830,"[ { ""Date ouverture"" : ""27/06/2020-30/08/2020"", ""Semaine"" : null, ""Week-end"" : null } ]",122,-1.5311227999999992,43.51471230004673
"Reconnue mondialement pour ses vagues puissantes, la plage des Cavaliers accueille de nombreuses compétitions de surf. Elle est dominée par de nombreux espaces verts mais surtout par le complexe de thalassothérapie Atlanthal. 
Des promenades entrecoupent les longues bandes gazonnées et sont fréquentées par de nombreuses familles. 
En bordure du golf, une aire de jeux pour enfants assure à cette plage une fréquentation à l'année. ",Plage des Cavaliers,ANGLET,http://aquitaine.media.tourinsoft.eu/upload/Plage-des-Cavaliers.jpg,Plage oceane,Côte Basque,SIRTAQUI,20200613,20200913,"[ { ""Date ouverture"" : ""13/06/2020-30/08/2020"", ""Semaine"" : null, ""Week-end"" : null }, { ""Date ouverture"" : ""02/09/2020-02/09/2020"", ""Semaine"" : null, ""Week-end"" : null }, { ""Date ouverture"" : ""05/09/2020-06/09/2020"", ""Semaine"" : null, ""Week-end"" : null }, { ""Date ouverture"" : ""09/09/2020-09/09/2020"", ""Semaine"" : null, ""Week-end"" : null }, { ""Date ouverture"" : ""12/09/2020-13/09/2020"", ""Semaine"" : null, ""Week-end"" : null } ]",121,-1.5261983,43.52263230004668
"Située au nord de la station, La Barre est la plus petite plage d’Anglet. Elle est aussi marquée par la proximité de l’embouchure de l’Adour. Très encaissée entre 2 longs épis, elle est la plus calme du littoral. Elle porte les stigmates de l’Occupation : des blockhaus aménagés en terrasse agrémentent une promenade très agréable. 
En marge de la plage, un Skate Park, une patinoire des jeux pour enfants et des lacs font de cet endroit un lieu unique. ",Plage de La Barre,ANGLET,http://aquitaine.media.tourinsoft.eu/upload/Plage-de-La-BArre.jpg,Plage oceane,Côte Basque,SIRTAQUI,20200704,20200830,"[ { ""Date ouverture"" : ""04/07/2020-30/08/2020"", ""Semaine"" : ""10:30-19:00"", ""Week-end"" : ""10:30-19:00"" } ]",120,-1.524052600000001,43.525930700046665
"Situé derrière la plage du Château d'Oléron, ce plan d'eau de mer de "" La Phibie"" voit son eau renouvelée à chaque grande marée. 
Sans vagues ni courants, les enfants peuvent s'y adonner tranquillement aux plaisirs de la baignade. Un plongeoir est à disposition pour ceux qui savent nager puisque situé dans une zone plus profonde. C'est en rendez-vous très prisé des familles avec de jeunes enfants.
Un poste de secours avec des surveillants de baignade est mis en place en juillet et août.
Toute l'année, un cheminement en bois permet d'accéder à l'aire de repos ombragée, même pour les personnes à mobilité réduite. 
En juillet et août, 1 Tiralo est disponible grâce à l'action des lycéens du CEPMO.
Des jeux d'enfants sont accessibles à côté de l'aire de repos ombragée. Un snack est ouvert d'avril à septembre (le week-end en hors saison et tous les jours en juillet et août : sucré, salé, boissons chaudes et froides).
Des cabines de plage et une cabine à lire sont installées d'avril à septembre et accessibles à tous.
Un arrêt des navettes estivales est situé à 200 m du plan d'eau. 
On peut venir au plan d'eau à pied par le sentier piétonnier des remparts de la ville, à vélo par la piste cyclable qui passe le long du parking ou en voiture avec un parking gratuit à proximité immédiate.
",Plage de la Phibie,LE CHATEAU D OLERON,http://tourisme.charente-maritime.org:80/fichiers/fiches/photos/phibie-01.jpg,Plage oceane,Marennes Oléron,Charente Tourisme,,,"[ { ""Date ouverture"" : ""04/07/2020-30/08/2020"", ""Semaine"" : ""11:00-19:00"", ""Week-end"" : ""11:00-19:00"" } ]",194,-1.1966159999999995,45.89099500003399
"La Grande plage, située entre le bois vert avec le Casino et le majestueux Fort Vauban, est aussi appelée ""Plage ouest"".
Plage de sable en pente douce, avec retenue d'eau de mer et deux pontons de baignade. Idéale pour toute la famille. 
Front de mer avec brasseries et cafés. 
Location de transats.

En juillet et août :
Club de plage avec piscine d'initiation  et terrain de volley ball
Point location Kayak et Stand Up Paddle et cours de Stand up paddle tous les matins de 10h à 12h. 

",Grande Plage,FOURAS,http://tourisme.charente-maritime.org:80/fichiers/fiches/photos/920/27/25330/rochefort-ocean-fouras-grande-plage-Vincent-Edwell-2-.jpg,Plage oceane,Rochefort Océan,Charente Tourisme,,,"[ { ""Date ouverture"" : ""04/07/2020-30/08/2020"", ""Semaine"" : ""11:00-19:00"", ""Week-end"" : ""11:00-19:00"" } ]",167,-1.0983749999999985,45.987241000033436
"La grande plage Nord, aussi appelée plage du Trier, se situe à proximité immédiate du centre-ville de Saint-Georges-de-Didonne, avec ses commerces, cafés et restaurants. Venez goûter aux plaisirs de la baignade en famille, du nautisme et d’une balade à pied, à vélo ou en rosalie sur le front de mer.
La plage est surveillée de fin juin à fin août. 
Grande Plage : rampes d’accès et hippocampes disponibles à la demande aux Postes de secours en juillet et août
Les animaux ne sont pas acceptés sur la plage, se référer à l’arrêté municipal affiché à l’entrée de la plage. 

",Grande Plage Nord,SAINT GEORGES DE DIDONNE,http://tourisme.charente-maritime.org:80/fichiers/fiches/photos/699/27/23425/-DSC8400_1.JPG,Plage oceane,Royan Atlantique,Charente Tourisme,,,"[ { ""Date ouverture"" : ""04/07/2020-30/08/2020"", ""Semaine"" : ""11:00-19:00"", ""Week-end"" : ""11:00-19:00"" } ]",232,-1.0009319999999995,45.60174300003566
"Venez goûter aux plaisirs de la baignade en famille, d’une balade à pied, à vélo ou en rosalie sur le front de mer. La Grande plage Sud, surveillée de fun juin à fin août, se situe à proximité de la forêt de Suzac, des campings et de l’accrobranche qui ravira petits et grands. 
Les animaux ne sont pas acceptés sur la plage, se référer à l’arrêté municipal affiché à l’entrée de la plage. 

",Grande Plage Sud,SAINT GEORGES DE DIDONNE,http://tourisme.charente-maritime.org:80/fichiers/fiches/photos/699/27/23426/Plage-de-SGD-Sud-3-SIT.jpg,Plage oceane,Royan Atlantique,Charente Tourisme,,,"[ { ""Date ouverture"" : ""04/07/2020-30/08/2020"", ""Semaine"" : ""11:00-19:00"", ""Week-end"" : ""11:00-19:00"" } ]",233,-0.9917259999999996,45.59569800003569
"Située à l'entrée de St Trojan-les-Bains, cette longue plage de sable fin fait face à l'océan Atlantique et ses vagues, l'endroit est très apprécié pour la pratique de nombreuses activités de glisse. Petits et grands pourront s'y essayer ou simplement se baigner dans une eau vivifiante. Pour la partie naturisme, dirigez vous vers le sud à gauche, juste après le poste de secours ASSA17. Espace de 500m. Balisage municipal avec totems. 

Présence d'une école de Char à voile et d'une école de Surf.

Les animaux ne sont pas acceptés du 1er juillet au 31 août. Se référer à l'arrêté municipal affiché à l'entrée de la plage.

Equipée de sanitaires en juillet- août.",Grande Plage,SAINT TROJAN LES BAINS,http://tourisme.charente-maritime.org:80/fichiers/fiches/photos/420/27/16673/dune_echo.jpg,Plage oceane,Marennes Oléron,Charente Tourisme,,,"[ { ""Date ouverture"" : ""04/07/2020-30/08/2020"", ""Semaine"" : ""11:00-19:00"", ""Week-end"" : ""11:00-19:00"" } ]",241,-1.2087709999999998,45.82677200003433
